# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715278.66214 0.010385 -0.030610 0.024993 0.568727 -0.589543 0.393082 0.417703 0.0008039986 -0.0000000118 -0.0000000025 0.0008040317 0.0000000089 0.0008039961 0.0137340913 0.0000001838 -0.0000252021 0.0137336305 0.0000747041 0.0027054312
1403715278.71214 0.013723 -0.039507 0.036223 0.566599 -0.589660 0.395649 0.418006 0.0008451749 -0.0000000173 -0.0000000037 0.0008452306 0.0000000142 0.0008451722 0.0163186020 0.0000003228 -0.0000376163 0.0163178209 0.0001085310 0.0027383788
1403715278.76214 0.017417 -0.049361 0.050656 0.564135 -0.588805 0.399041 0.419317 0.0008883393 -0.0000000226 -0.0000000052 0.0008884280 0.0000000244 0.0008883388 0.0193639240 0.0000005244 -0.0000535405 0.0193626870 0.0001517848 0.0027754101
1403715278.81214 0.021383 -0.059799 0.067423 0.562564 -0.587900 0.401481 0.420367 0.0009334891 -0.0000000282 -0.0000000068 0.0009336246 0.0000000384 0.0009334920 0.0229237719 0.0000007953 -0.0000732881 0.0229219362 0.0002047000 0.0028168691
1403715278.86176 0.011621 -0.034570 0.083728 0.557445 -0.588701 0.405420 0.422280 0.0007243451 -0.0000088721 -0.0001132320 0.0001417875 0.0000062162 0.0001715605 0.0028567453 -0.0000694839 0.0000654438 0.0032595400 -0.0000536360 0.0028040454
1403715278.91256 0.012367 -0.054352 0.095595 0.558728 -0.588543 0.405355 0.420866 0.0003838669 0.0000030191 -0.0001136135 0.0000278519 -0.0000002274 0.0000536989 0.0025561907 -0.0000047942 0.0000117008 0.0025827412 0.0000150691 0.0026234576
1403715278.96244 0.013930 -0.062934 0.114012 0.558196 -0.587918 0.406408 0.421429 0.0003793588 0.0000028072 -0.0001148927 0.0000242181 0.0000000752 0.0000530544 0.0025534371 -0.0000036253 0.0000109520 0.0025808698 0.0000093265 0.0026216797
1403715279.01185 0.014974 -0.070577 0.127555 0.558359 -0.587279 0.406379 0.422132 0.0003761827 0.0000019084 -0.0001153394 0.0000211650 -0.0000001088 0.0000512400 0.0025517844 -0.0000030301 0.0000100341 0.0025800044 0.0000041051 0.0026257811
1403715279.06174 0.016347 -0.078658 0.138761 0.558567 -0.587408 0.406095 0.421949 0.0003730145 0.0000007475 -0.0001163537 0.0000179851 -0.0000000982 0.0000497335 0.0025503096 -0.0000023809 0.0000082700 0.0025791436 0.0000006877 0.0026232927
1403715279.11178 0.017939 -0.087045 0.146479 0.558569 -0.587404 0.405889 0.422152 0.0003704868 -0.0000000448 -0.0001170441 0.0000152992 -0.0000000824 0.0000482990 0.0025491752 -0.0000016925 0.0000069403 0.0025776071 -0.0000005215 0.0026168449
