# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1520530314.59978 -0.101920 0.024379 0.045127 -0.004404 -0.037011 -0.998613 0.037191 0.0006558431 -0.0000000045 0.0000000397 0.0006558346 -0.0000000004 0.0006559670 0.0069475009 0.0000011811 0.0001418609 0.0069518798 -0.0000352823 0.0026112539
1520530314.64978 -0.117980 0.033551 0.062612 -0.003720 -0.038390 -0.998272 0.044332 0.0006887669 -0.0000000079 0.0000000705 0.0006887468 -0.0000000078 0.0006889535 0.0082467103 0.0000019199 0.0001879034 0.0082524601 -0.0000560141 0.0026329563
1520530314.69978 -0.133843 0.042955 0.084144 -0.005234 -0.038779 -0.997866 0.052273 0.0007236542 -0.0000000119 0.0000001107 0.0007236209 -0.0000000184 0.0007239374 0.0098323114 0.0000028241 0.0002420800 0.0098395511 -0.0000818955 0.0026576945
1520530314.74978 -0.148621 0.051703 0.108266 -0.009386 -0.039850 -0.997339 0.060318 0.0007604966 -0.0000000190 0.0000001626 0.0007604491 -0.0000000393 0.0007609174 0.0117420559 0.0000037927 0.0003028547 0.0117508086 -0.0001114872 0.0026855324
1520530314.79989 -0.269386 0.075079 0.130211 -0.001145 -0.041907 -0.996650 0.070217 0.0001223273 0.0000100172 0.0000372245 0.0001299043 0.0000129350 0.0007476208 0.0035416130 -0.0003921200 -0.0000085310 0.0031655820 -0.0000013474 0.0026913836
1520530314.85002 -0.293954 0.083386 0.135553 -0.002250 -0.036708 -0.995842 0.083342 0.0000287382 0.0000031340 -0.0000009607 0.0000201349 0.0000211214 0.0004806579 0.0026150307 -0.0000162865 -0.0000233763 0.0026097508 -0.0000126368 0.0026102428
1520530314.90024 -0.313925 0.093726 0.158326 -0.004990 -0.024811 -0.995520 0.091106 0.0000281511 0.0000037476 -0.0000006370 0.0000169134 0.0000148089 0.0004596889 0.0026126624 -0.0000144409 -0.0000286745 0.0026105314 -0.0000085304 0.0026045734
1520530314.95049 -0.332764 0.100859 0.186222 -0.009559 -0.011559 -0.995328 0.095376 0.0000311031 0.0000037476 0.0000024050 0.0000172585 0.0000020013 0.0004627194 0.0026291321 -0.0000159875 -0.0000335212 0.0026178886 -0.0000068524 0.0026176214
1520530315.00048 -0.349481 0.106400 0.215578 -0.017519 0.001047 -0.994843 0.099894 0.0000339445 0.0000036151 0.0000078473 0.0000183532 -0.0000093141 0.0004660991 0.0026423415 -0.0000174026 -0.0000362099 0.0026235709 -0.0000026964 0.0026293595
1520530315.05035 -0.362902 0.112145 0.243186 -0.023899 0.010901 -0.994318 0.103162 0.0000376268 0.0000036265 0.0000119083 0.0000199650 -0.0000188332 0.0004696465 0.0026588911 -0.0000184149 -0.0000410046 0.0026309142 0.0000007621 0.0026432980
1520530315.10058 -0.372457 0.118699 0.266970 -0.025167 0.016238 -0.994100 0.104251 0.0000396342 0.0000038896 0.0000118167 0.0000211997 -0.0000233321 0.0004696894 0.0026639032 -0.0000181660 -0.0000411715 0.0026360514 0.0000047094 0.0026559124
1520530315.15061 -0.381662 0.123771 0.284594 -0.024263 0.019006 -0.994016 0.104793 0.0000435813 0.0000045107 0.0000101392 0.0000229001 -0.0000253947 0.0004750375 0.0026880914 -0.0000213708 -0.0000476480 0.0026452237 0.0000110285 0.0026747676
1520530315.20033 -0.381295 0.126817 0.293783 -0.026306 0.021280 -0.993577 0.107985 0.0000399835 0.0000035786 0.0000083050 0.0000201347 -0.0000268676 0.0004722905 0.0026508132 -0.0000119285 -0.0000444832 0.0026481357 0.0000095402 0.0026672704
1520530315.24988 -0.384960 0.129391 0.294202 -0.028147 0.025494 -0.993416 0.108087 0.0000364863 0.0000022463 0.0000045331 0.0000201511 -0.0000310060 0.0004699132 0.0026597879 -0.0000105712 -0.0000379245 0.0026441568 0.0000105062 0.0026626975
